indice_tiempo,region_de_destino,categoria_del_hotel,facturacion_total_en_pesos,observaciones
2015-01,Córdoba,1 y 2 estrellas,57472502,
2015-01,Córdoba,3 estrellas/boutiques/aparts,65150921,
2015-01,Córdoba,4 y 5 estrellas,30388763,
2015-01,Córdoba,Para Hoteles,117631279,
2015-01,Cuyo,1 y 2 estrellas,12641496,
2015-01,Cuyo,3 estrellas/boutiques/aparts,46592306,
2015-01,Cuyo,4 y 5 estrellas,85875169,
2015-01,Cuyo,Para Hoteles,17301789,
2015-01,Litoral,1 y 2 estrellas,19923102,
2015-01,Litoral,3 estrellas/boutiques/aparts,41893781,
2015-01,Litoral,4 y 5 estrellas,109775751,
2015-01,Litoral,Para Hoteles,30521737,
2015-01,Norte,1 y 2 estrellas,11541603,
2015-01,Norte,3 estrellas/boutiques/aparts,36268155,
2015-01,Norte,4 y 5 estrellas,55339030,
2015-01,Norte,Para Hoteles,21237396,
2015-01,Patagonia,1 y 2 estrellas,82256434,
2015-01,Patagonia,3 estrellas/boutiques/aparts,152722492,
2015-01,Patagonia,4 y 5 estrellas,226543559,
2015-01,Patagonia,Para Hoteles,136510109,
2015-02,Buenos Aires,1 y 2 estrellas,66868039,
2015-02,Buenos Aires,3 estrellas/boutiques/aparts,142293785,
2015-02,Buenos Aires,4 y 5 estrellas,110773964,
2015-02,Buenos Aires,Para Hoteles,111014124,
2015-02,CABA,1 y 2 estrellas,18628760,
2015-02,CABA,3 estrellas/boutiques/aparts,87712004,
2015-02,CABA,4 y 5 estrellas,296903906,
2015-02,CABA,Para Hoteles,18258406,
2015-02,Córdoba,1 y 2 estrellas,41371605,
2015-02,Córdoba,3 estrellas/boutiques/aparts,52466325,
2015-02,Córdoba,4 y 5 estrellas,26883524,
2015-02,Córdoba,Para Hoteles,90295776,
2015-02,Cuyo,1 y 2 estrellas,13906586,
2015-02,Cuyo,3 estrellas/boutiques/aparts,45412744,
2015-02,Cuyo,4 y 5 estrellas,82533021,
2015-02,Cuyo,Para Hoteles,14073958,
2015-02,Litoral,1 y 2 estrellas,16081823,
2015-02,Litoral,3 estrellas/boutiques/aparts,41059713,
2015-02,Litoral,4 y 5 estrellas,107609190,
2015-02,Litoral,Para Hoteles,30087317,
2015-02,Norte,1 y 2 estrellas,10603815,
2015-02,Norte,3 estrellas/boutiques/aparts,40206456,
2015-02,Norte,4 y 5 estrellas,59600594,
2015-02,Norte,Para Hoteles,18613149,
2015-02,Patagonia,1 y 2 estrellas,63648285,
2015-02,Patagonia,3 estrellas/boutiques/aparts,125632748,
2015-02,Patagonia,4 y 5 estrellas,184109872,
2015-02,Patagonia,Para Hoteles,103958663,
2015-03,Buenos Aires,1 y 2 estrellas,17063318,
2015-03,Buenos Aires,3 estrellas/boutiques/aparts,59898092,
2015-03,Buenos Aires,4 y 5 estrellas,64034003,
2015-03,Buenos Aires,Para Hoteles,44824863,
2015-03,CABA,1 y 2 estrellas,20315219,
2015-03,CABA,3 estrellas/boutiques/aparts,102061121,
2015-03,CABA,4 y 5 estrellas,367264096,
2015-03,CABA,Para Hoteles,21097163,
2015-03,Córdoba,1 y 2 estrellas,20644170,
2015-03,Córdoba,3 estrellas/boutiques/aparts,26480397,
2015-03,Córdoba,4 y 5 estrellas,22566107,
2015-03,Córdoba,Para Hoteles,36391490,
2015-03,Cuyo,1 y 2 estrellas,11242454,
2015-03,Cuyo,3 estrellas/boutiques/aparts,36717115,
2015-03,Cuyo,4 y 5 estrellas,81646482,
2015-03,Cuyo,Para Hoteles,8919874,
2015-03,Litoral,1 y 2 estrellas,14406415,
2015-03,Litoral,3 estrellas/boutiques/aparts,39016602,
2015-03,Litoral,4 y 5 estrellas,101780959,
2015-03,Litoral,Para Hoteles,21529241,
2015-03,Norte,1 y 2 estrellas,9437548,
2015-03,Norte,3 estrellas/boutiques/aparts,43465949,
2015-03,Norte,4 y 5 estrellas,57774854,
2015-03,Norte,Para Hoteles,13354237,
2015-03,Patagonia,1 y 2 estrellas,34677553,
2015-03,Patagonia,3 estrellas/boutiques/aparts,96504805,
2015-03,Patagonia,4 y 5 estrellas,143712662,
2015-03,Patagonia,Para Hoteles,60900186,
2015-04,Buenos Aires,1 y 2 estrellas,7613153,
2015-04,Buenos Aires,3 estrellas/boutiques/aparts,31927814,
2015-04,Buenos Aires,4 y 5 estrellas,49301192,
2015-04,Buenos Aires,Para Hoteles,25769206,
2015-04,CABA,1 y 2 estrellas,21845368,
2015-04,CABA,3 estrellas/boutiques/aparts,104877045,
2015-04,CABA,4 y 5 estrellas,348076421,
2015-04,CABA,Para Hoteles,20875264,
2015-04,Córdoba,1 y 2 estrellas,12737741,
2015-04,Córdoba,3 estrellas/boutiques/aparts,19733860,
2015-04,Córdoba,4 y 5 estrellas,22287768,
2015-04,Córdoba,Para Hoteles,25520912,
2015-04,Cuyo,1 y 2 estrellas,10353734,
2015-04,Cuyo,3 estrellas/boutiques/aparts,34208440,
2015-04,Cuyo,4 y 5 estrellas,88897064,
2015-04,Cuyo,Para Hoteles,6186881,
2015-04,Litoral,1 y 2 estrellas,13376985,
2015-04,Litoral,3 estrellas/boutiques/aparts,36019764,
2015-04,Litoral,4 y 5 estrellas,99450208,
2015-04,Litoral,Para Hoteles,20097617,
2015-04,Norte,1 y 2 estrellas,13336463,
2015-04,Norte,3 estrellas/boutiques/aparts,42302433,
2015-04,Norte,4 y 5 estrellas,71237793,
2015-04,Norte,Para Hoteles,13286330,
2015-04,Patagonia,1 y 2 estrellas,20918285,
2015-04,Patagonia,3 estrellas/boutiques/aparts,86336762,
2015-04,Patagonia,4 y 5 estrellas,103118010,
2015-04,Patagonia,Para Hoteles,29928092,
2015-05,Buenos Aires,1 y 2 estrellas,4079641,
2015-05,Buenos Aires,3 estrellas/boutiques/aparts,23135217,
2015-05,Buenos Aires,4 y 5 estrellas,35680374,
2015-05,Buenos Aires,Para Hoteles,18868544,
2015-05,CABA,1 y 2 estrellas,21337476,
2015-05,CABA,3 estrellas/boutiques/aparts,104078142,
2015-05,CABA,4 y 5 estrellas,345198147,
2015-05,CABA,Para Hoteles,19634043,
2015-05,Córdoba,1 y 2 estrellas,8895315,
2015-05,Córdoba,3 estrellas/boutiques/aparts,21018206,
2015-05,Córdoba,4 y 5 estrellas,20990324,
2015-05,Córdoba,Para Hoteles,16528383,
2015-05,Cuyo,1 y 2 estrellas,10273462,
2015-05,Cuyo,3 estrellas/boutiques/aparts,30427777,
2015-05,Cuyo,4 y 5 estrellas,91095355,
2015-05,Cuyo,Para Hoteles,5529720,
2015-05,Litoral,1 y 2 estrellas,15161779,
2015-05,Litoral,3 estrellas/boutiques/aparts,41051090,
2015-05,Litoral,4 y 5 estrellas,100012516,
2015-05,Litoral,Para Hoteles,18462270,
2015-05,Norte,1 y 2 estrellas,12891534,
2015-05,Norte,3 estrellas/boutiques/aparts,39694142,
2015-05,Norte,4 y 5 estrellas,68297051,
2015-05,Norte,Para Hoteles,10889743,
2015-05,Patagonia,1 y 2 estrellas,20001338,
2015-05,Patagonia,3 estrellas/boutiques/aparts,57804864,
2015-05,Patagonia,4 y 5 estrellas,57772143,
2015-05,Patagonia,Para Hoteles,13962349,
2015-06,Buenos Aires,1 y 2 estrellas,3689662,
2015-06,Buenos Aires,3 estrellas/boutiques/aparts,19079188,
2015-06,Buenos Aires,4 y 5 estrellas,28038759,
2015-06,Buenos Aires,Para Hoteles,10443762,
2015-06,CABA,1 y 2 estrellas,21279260,
2015-06,CABA,3 estrellas/boutiques/aparts,102936002,
2015-06,CABA,4 y 5 estrellas,341637591,
2015-06,CABA,Para Hoteles,21341733,
2015-06,Córdoba,1 y 2 estrellas,8276150,
2015-06,Córdoba,3 estrellas/boutiques/aparts,14687409,
2015-06,Córdoba,4 y 5 estrellas,19872245,
2015-06,Córdoba,Para Hoteles,12424228,
2015-06,Cuyo,1 y 2 estrellas,9219355,
2015-06,Cuyo,3 estrellas/boutiques/aparts,30482413,
2015-06,Cuyo,4 y 5 estrellas,87392100,
2015-06,Cuyo,Para Hoteles,4726843,
2015-06,Litoral,1 y 2 estrellas,13482077,
2015-06,Litoral,3 estrellas/boutiques/aparts,39272523,
2015-06,Litoral,4 y 5 estrellas,85639662,
2015-06,Litoral,Para Hoteles,14487433,
2015-06,Norte,1 y 2 estrellas,12295083,
2015-06,Norte,3 estrellas/boutiques/aparts,35613282,
2015-06,Norte,4 y 5 estrellas,57898361,
2015-06,Norte,Para Hoteles,8500449,
2015-06,Patagonia,1 y 2 estrellas,17011095,
2015-06,Patagonia,3 estrellas/boutiques/aparts,49194571,
2015-06,Patagonia,4 y 5 estrellas,73163711,
2015-06,Patagonia,Para Hoteles,15520637,
2015-07,Buenos Aires,1 y 2 estrellas,5613241,
2015-07,Buenos Aires,3 estrellas/boutiques/aparts,40051639,
2015-07,Buenos Aires,4 y 5 estrellas,47973573,
2015-07,Buenos Aires,Para Hoteles,27224078,
2015-07,CABA,1 y 2 estrellas,27309338,
2015-07,CABA,3 estrellas/boutiques/aparts,136048320,
2015-07,CABA,4 y 5 estrellas,366660093,
2015-07,CABA,Para Hoteles,23606607,
2015-07,Córdoba,1 y 2 estrellas,17624325,
2015-07,Córdoba,3 estrellas/boutiques/aparts,38671509,
2015-07,Córdoba,4 y 5 estrellas,32695512,
2015-07,Córdoba,Para Hoteles,60780064,
2015-07,Cuyo,1 y 2 estrellas,16965483,
2015-07,Cuyo,3 estrellas/boutiques/aparts,50740711,
2015-07,Cuyo,4 y 5 estrellas,138779796,
2015-07,Cuyo,Para Hoteles,15150859,
2015-07,Litoral,1 y 2 estrellas,18614866,
2015-07,Litoral,3 estrellas/boutiques/aparts,47965338,
2015-07,Litoral,4 y 5 estrellas,134103759,
2015-07,Litoral,Para Hoteles,27388696,
2015-07,Norte,1 y 2 estrellas,30933526,
2015-07,Norte,3 estrellas/boutiques/aparts,72392260,
2015-07,Norte,4 y 5 estrellas,106488224,
2015-07,Norte,Para Hoteles,25398229,
2015-07,Patagonia,1 y 2 estrellas,47763504,
2015-07,Patagonia,3 estrellas/boutiques/aparts,119503107,
2015-07,Patagonia,4 y 5 estrellas,180966620,
2015-07,Patagonia,Para Hoteles,72389783,
2015-08,Buenos Aires,1 y 2 estrellas,5959505,
2015-08,Buenos Aires,3 estrellas/boutiques/aparts,26914725,
2015-08,Buenos Aires,4 y 5 estrellas,43430963,
2015-08,Buenos Aires,Para Hoteles,18369783,
2015-08,CABA,1 y 2 estrellas,24108861,
2015-08,CABA,3 estrellas/boutiques/aparts,113865866,
2015-08,CABA,4 y 5 estrellas,358713079,
2015-08,CABA,Para Hoteles,21729343,
2015-08,Córdoba,1 y 2 estrellas,12442663,
2015-08,Córdoba,3 estrellas/boutiques/aparts,27495238,
2015-08,Córdoba,4 y 5 estrellas,23892460,
2015-08,Córdoba,Para Hoteles,20431180,
2015-08,Cuyo,1 y 2 estrellas,17242875,
2015-08,Cuyo,3 estrellas/boutiques/aparts,41208940,
2015-08,Cuyo,4 y 5 estrellas,137761959,
2015-08,Cuyo,Para Hoteles,6408933,
2015-08,Litoral,1 y 2 estrellas,15626605,
2015-08,Litoral,3 estrellas/boutiques/aparts,46855059,
2015-08,Litoral,4 y 5 estrellas,112962290,
2015-08,Litoral,Para Hoteles,20000432,
2015-08,Norte,1 y 2 estrellas,23648674,
2015-08,Norte,3 estrellas/boutiques/aparts,62065724,
2015-08,Norte,4 y 5 estrellas,88304384,
2015-08,Norte,Para Hoteles,14063591,
2015-08,Patagonia,1 y 2 estrellas,42360915,
2015-08,Patagonia,3 estrellas/boutiques/aparts,123835210,
2015-08,Patagonia,4 y 5 estrellas,165117577,
2015-08,Patagonia,Para Hoteles,51514299,
2015-09,Buenos Aires,1 y 2 estrellas,5367698,
2015-09,Buenos Aires,3 estrellas/boutiques/aparts,34797052,
2015-09,Buenos Aires,4 y 5 estrellas,54105214,
2015-09,Buenos Aires,Para Hoteles,22643211,
2015-09,CABA,1 y 2 estrellas,22932229,
2015-09,CABA,3 estrellas/boutiques/aparts,116784422,
2015-09,CABA,4 y 5 estrellas,392372934,
2015-09,CABA,Para Hoteles,24227988,
2015-09,Córdoba,1 y 2 estrellas,14455828,
2015-09,Córdoba,3 estrellas/boutiques/aparts,24282696,
2015-09,Córdoba,4 y 5 estrellas,25183880,
2015-09,Córdoba,Para Hoteles,20521025,
2015-09,Cuyo,1 y 2 estrellas,12015336,
2015-09,Cuyo,3 estrellas/boutiques/aparts,38290010,
2015-09,Cuyo,4 y 5 estrellas,128348666,
2015-09,Cuyo,Para Hoteles,6634995,
2015-09,Litoral,1 y 2 estrellas,15466267,
2015-09,Litoral,3 estrellas/boutiques/aparts,45615415,
2015-09,Litoral,4 y 5 estrellas,128959084,
2015-09,Litoral,Para Hoteles,21474989,
2015-09,Norte,1 y 2 estrellas,27628345,
2015-09,Norte,3 estrellas/boutiques/aparts,64017154,
2015-09,Norte,4 y 5 estrellas,83771434,
2015-09,Norte,Para Hoteles,13817641,
2015-09,Patagonia,1 y 2 estrellas,41751509,
2015-09,Patagonia,3 estrellas/boutiques/aparts,116401490,
2015-09,Patagonia,4 y 5 estrellas,181465052,
2015-09,Patagonia,Para Hoteles,44818013,
2015-10,Buenos Aires,1 y 2 estrellas,8881449,
2015-10,Buenos Aires,3 estrellas/boutiques/aparts,41101122,
2015-10,Buenos Aires,4 y 5 estrellas,63625940,
2015-10,Buenos Aires,Para Hoteles,33226397,
2015-10,CABA,1 y 2 estrellas,22684060,
2015-10,CABA,3 estrellas/boutiques/aparts,124396179,
2015-10,CABA,4 y 5 estrellas,410879240,
2015-10,CABA,Para Hoteles,25101377,
2015-10,Córdoba,1 y 2 estrellas,23713281,
2015-10,Córdoba,3 estrellas/boutiques/aparts,35216938,
2015-10,Córdoba,4 y 5 estrellas,26208891,
2015-10,Córdoba,Para Hoteles,44760418,
2015-10,Cuyo,1 y 2 estrellas,11547862,
2015-10,Cuyo,3 estrellas/boutiques/aparts,37047851,
2015-10,Cuyo,4 y 5 estrellas,129732818,
2015-10,Cuyo,Para Hoteles,6281948,
2015-10,Litoral,1 y 2 estrellas,15848976,
2015-10,Litoral,3 estrellas/boutiques/aparts,45302835,
2015-10,Litoral,4 y 5 estrellas,118562906,
2015-10,Litoral,Para Hoteles,23192713,
2015-10,Norte,1 y 2 estrellas,15804925,
2015-10,Norte,3 estrellas/boutiques/aparts,52488605,
2015-10,Norte,4 y 5 estrellas,79546813,
2015-10,Norte,Para Hoteles,13713662,
2015-10,Patagonia,1 y 2 estrellas,36314890,
2015-10,Patagonia,3 estrellas/boutiques/aparts,107891184,
2015-10,Patagonia,4 y 5 estrellas,161251373,
2015-10,Patagonia,Para Hoteles,41370057,
2015-11,Buenos Aires,1 y 2 estrellas,7990692,
2015-11,Buenos Aires,3 estrellas/boutiques/aparts,43918323,
2015-11,Buenos Aires,4 y 5 estrellas,56225074,
2015-11,Buenos Aires,Para Hoteles,37738312,
2015-11,CABA,1 y 2 estrellas,22369557,
2015-11,CABA,3 estrellas/boutiques/aparts,132135136,
2015-11,CABA,4 y 5 estrellas,493709586,
2015-11,CABA,Para Hoteles,25096202,
2015-11,Córdoba,1 y 2 estrellas,22574676,
2015-11,Córdoba,3 estrellas/boutiques/aparts,29078289,
2015-11,Córdoba,4 y 5 estrellas,27105524,
2015-11,Córdoba,Para Hoteles,34682054,
2015-11,Cuyo,1 y 2 estrellas,10490992,
2015-11,Cuyo,3 estrellas/boutiques/aparts,35636774,
2015-11,Cuyo,4 y 5 estrellas,88806779,
2015-11,Cuyo,Para Hoteles,6282439,
2015-11,Litoral,1 y 2 estrellas,17320385,
2015-11,Litoral,3 estrellas/boutiques/aparts,40940837,
2015-11,Litoral,4 y 5 estrellas,120119695,
2015-11,Litoral,Para Hoteles,21990317,
2015-11,Norte,1 y 2 estrellas,8430161,
2015-11,Norte,3 estrellas/boutiques/aparts,44956359,
2015-11,Norte,4 y 5 estrellas,70416135,
2015-11,Norte,Para Hoteles,12679173,
2015-11,Patagonia,1 y 2 estrellas,28930257,
2015-11,Patagonia,3 estrellas/boutiques/aparts,113914851,
2015-11,Patagonia,4 y 5 estrellas,181588770,
2015-11,Patagonia,Para Hoteles,48923277,
2015-12,Buenos Aires,1 y 2 estrellas,15216910,
2015-12,Buenos Aires,3 estrellas/boutiques/aparts,73927220,
2015-12,Buenos Aires,4 y 5 estrellas,89437895,
2015-12,Buenos Aires,Para Hoteles,56519270,
2015-12,CABA,1 y 2 estrellas,21102785,
2015-12,CABA,3 estrellas/boutiques/aparts,118651610,
2015-12,CABA,4 y 5 estrellas,455942877,
2015-12,CABA,Para Hoteles,25881462,
2015-12,Córdoba,1 y 2 estrellas,21754096,
2015-12,Córdoba,3 estrellas/boutiques/aparts,31623421,
2015-12,Córdoba,4 y 5 estrellas,26975709,
2015-12,Córdoba,Para Hoteles,52836607,
2015-12,Cuyo,1 y 2 estrellas,9703754,
2015-12,Cuyo,3 estrellas/boutiques/aparts,39474625,
2015-12,Cuyo,4 y 5 estrellas,84484116,
2015-12,Cuyo,Para Hoteles,6568115,
2015-12,Litoral,1 y 2 estrellas,15342605,
2015-12,Litoral,3 estrellas/boutiques/aparts,35936017,
2015-12,Litoral,4 y 5 estrellas,125249039,
2015-12,Litoral,Para Hoteles,20413472,
2015-12,Norte,1 y 2 estrellas,6803696,
2015-12,Norte,3 estrellas/boutiques/aparts,33423500,
2015-12,Norte,4 y 5 estrellas,56283598,
2015-12,Norte,Para Hoteles,10765039,
2015-12,Patagonia,1 y 2 estrellas,39206067,
2015-12,Patagonia,3 estrellas/boutiques/aparts,114874884,
2015-12,Patagonia,4 y 5 estrellas,194697896,
2015-12,Patagonia,Para Hoteles,63671670,
2016-01,Buenos Aires,1 y 2 estrellas,107863838,
2016-01,Buenos Aires,3 estrellas/boutiques/aparts,222812726,
2016-01,Buenos Aires,4 y 5 estrellas,195254874,
2016-01,Buenos Aires,Para Hoteles,190413120,
2016-01,CABA,1 y 2 estrellas,20154491,
2016-01,CABA,3 estrellas/boutiques/aparts,112917777,
2016-01,CABA,4 y 5 estrellas,399505885,
2016-01,CABA,Para Hoteles,34744138,
2016-01,Córdoba,1 y 2 estrellas,80410481,
2016-01,Córdoba,3 estrellas/boutiques/aparts,63450956,
2016-01,Córdoba,4 y 5 estrellas,35634247,
2016-01,Córdoba,Para Hoteles,170893671,
2016-01,Cuyo,1 y 2 estrellas,20245795,
2016-01,Cuyo,3 estrellas/boutiques/aparts,59640957,
2016-01,Cuyo,4 y 5 estrellas,115273995,
2016-01,Cuyo,Para Hoteles,20691677,
2016-01,Litoral,1 y 2 estrellas,17370799,
2016-01,Litoral,3 estrellas/boutiques/aparts,61496433,
2016-01,Litoral,4 y 5 estrellas,126554989,
2016-01,Litoral,Para Hoteles,40312452,
2016-01,Norte,1 y 2 estrellas,16055685,
2016-01,Norte,3 estrellas/boutiques/aparts,65153095,
2016-01,Norte,4 y 5 estrellas,62089806,
2016-01,Norte,Para Hoteles,32352153,
2016-01,Patagonia,1 y 2 estrellas,81934874,
2016-01,Patagonia,3 estrellas/boutiques/aparts,205679661,
2016-01,Patagonia,4 y 5 estrellas,317176040,
2016-01,Patagonia,Para Hoteles,165722557,
2016-02,Buenos Aires,1 y 2 estrellas,79936031,
2016-02,Buenos Aires,3 estrellas/boutiques/aparts,166744829,
2016-02,Buenos Aires,4 y 5 estrellas,135309825,
2016-02,Buenos Aires,Para Hoteles,148048722,
2016-02,CABA,1 y 2 estrellas,18764007,
2016-02,CABA,3 estrellas/boutiques/aparts,117889882,
2016-02,CABA,4 y 5 estrellas,476416287,
2016-02,CABA,Para Hoteles,35818801,
2016-02,Córdoba,1 y 2 estrellas,59786920,
2016-02,Córdoba,3 estrellas/boutiques/aparts,53350281,
2016-02,Córdoba,4 y 5 estrellas,31286087,
2016-02,Córdoba,Para Hoteles,122604754,
2016-02,Cuyo,1 y 2 estrellas,15538809,
2016-02,Cuyo,3 estrellas/boutiques/aparts,60747029,
2016-02,Cuyo,4 y 5 estrellas,135220564,
2016-02,Cuyo,Para Hoteles,17201050,
2016-02,Litoral,1 y 2 estrellas,17641056,
2016-02,Litoral,3 estrellas/boutiques/aparts,58028237,
2016-02,Litoral,4 y 5 estrellas,118835719,
2016-02,Litoral,Para Hoteles,41573268,
2016-02,Norte,1 y 2 estrellas,13614067,
2016-02,Norte,3 estrellas/boutiques/aparts,55578586,
2016-02,Norte,4 y 5 estrellas,58972006,
2016-02,Norte,Para Hoteles,24201420,
2016-02,Patagonia,1 y 2 estrellas,73872398,
2016-02,Patagonia,3 estrellas/boutiques/aparts,175506308,
2016-02,Patagonia,4 y 5 estrellas,276630417,
2016-02,Patagonia,Para Hoteles,139677251,
2016-03,Buenos Aires,1 y 2 estrellas,25954869,
2016-03,Buenos Aires,3 estrellas/boutiques/aparts,84548973,
2016-03,Buenos Aires,4 y 5 estrellas,83714866,
2016-03,Buenos Aires,Para Hoteles,62556042,
2016-03,CABA,1 y 2 estrellas,25996014,
2016-03,CABA,3 estrellas/boutiques/aparts,146021203,
2016-03,CABA,4 y 5 estrellas,573472694,
2016-03,CABA,Para Hoteles,27049454,
2016-03,Córdoba,1 y 2 estrellas,31706599,
2016-03,Córdoba,3 estrellas/boutiques/aparts,35611423,
2016-03,Córdoba,4 y 5 estrellas,27361150,
2016-03,Córdoba,Para Hoteles,61620590,
2016-03,Cuyo,1 y 2 estrellas,15251858,
2016-03,Cuyo,3 estrellas/boutiques/aparts,46014064,
2016-03,Cuyo,4 y 5 estrellas,124617255,
2016-03,Cuyo,Para Hoteles,11135944,
2016-03,Litoral,1 y 2 estrellas,15486700,
2016-03,Litoral,3 estrellas/boutiques/aparts,56258567,
2016-03,Litoral,4 y 5 estrellas,122654351,
2016-03,Litoral,Para Hoteles,25566630,
2016-03,Norte,1 y 2 estrellas,13970235,
2016-03,Norte,3 estrellas/boutiques/aparts,61532598,
2016-03,Norte,4 y 5 estrellas,77516266,
2016-03,Norte,Para Hoteles,16689232,
2016-03,Patagonia,1 y 2 estrellas,54682836,
2016-03,Patagonia,3 estrellas/boutiques/aparts,144276572,
2016-03,Patagonia,4 y 5 estrellas,227624952,
2016-03,Patagonia,Para Hoteles,71126317,
2016-04,Buenos Aires,1 y 2 estrellas,7885059,
2016-04,Buenos Aires,3 estrellas/boutiques/aparts,34207613,
2016-04,Buenos Aires,4 y 5 estrellas,56703765,
2016-04,Buenos Aires,Para Hoteles,21501288,
2016-04,CABA,1 y 2 estrellas,25352891,
2016-04,CABA,3 estrellas/boutiques/aparts,147009654,
2016-04,CABA,4 y 5 estrellas,559799490,
2016-04,CABA,Para Hoteles,25474750,
2016-04,Córdoba,1 y 2 estrellas,18157561,
2016-04,Córdoba,3 estrellas/boutiques/aparts,23018336,
2016-04,Córdoba,4 y 5 estrellas,28150553,
2016-04,Córdoba,Para Hoteles,23706898,
2016-04,Cuyo,1 y 2 estrellas,10630021,
2016-04,Cuyo,3 estrellas/boutiques/aparts,40603268,
2016-04,Cuyo,4 y 5 estrellas,120127509,
2016-04,Cuyo,Para Hoteles,7006572,
2016-04,Litoral,1 y 2 estrellas,12620220,
2016-04,Litoral,3 estrellas/boutiques/aparts,56237380,
2016-04,Litoral,4 y 5 estrellas,104951482,
2016-04,Litoral,Para Hoteles,15545823,
2016-04,Norte,1 y 2 estrellas,15845236,
2016-04,Norte,3 estrellas/boutiques/aparts,58935854,
2016-04,Norte,4 y 5 estrellas,90480919,
2016-04,Norte,Para Hoteles,13123596,
2016-04,Patagonia,1 y 2 estrellas,30541920,
2016-04,Patagonia,3 estrellas/boutiques/aparts,106068702,
2016-04,Patagonia,4 y 5 estrellas,127820033,
2016-04,Patagonia,Para Hoteles,35388257,
2016-05,Buenos Aires,1 y 2 estrellas,5120761,
2016-05,Buenos Aires,3 estrellas/boutiques/aparts,23495037,
2016-05,Buenos Aires,4 y 5 estrellas,40394910,
2016-05,Buenos Aires,Para Hoteles,10383428,
2016-05,CABA,1 y 2 estrellas,26074936,
2016-05,CABA,3 estrellas/boutiques/aparts,132937135,
2016-05,CABA,4 y 5 estrellas,466883207,
2016-05,CABA,Para Hoteles,24459891,
2016-05,Córdoba,1 y 2 estrellas,16436458,
2016-05,Córdoba,3 estrellas/boutiques/aparts,22420173,
2016-05,Córdoba,4 y 5 estrellas,28040963,
2016-05,Córdoba,Para Hoteles,15924668,
2016-05,Cuyo,1 y 2 estrellas,10800079,
2016-05,Cuyo,3 estrellas/boutiques/aparts,36633196,
2016-05,Cuyo,4 y 5 estrellas,113465023,
2016-05,Cuyo,Para Hoteles,5653484,
2016-05,Litoral,1 y 2 estrellas,13087615,
2016-05,Litoral,3 estrellas/boutiques/aparts,53032576,
2016-05,Litoral,4 y 5 estrellas,96677017,
2016-05,Litoral,Para Hoteles,18071765,
2016-05,Norte,1 y 2 estrellas,17624578,
2016-05,Norte,3 estrellas/boutiques/aparts,58016226,
2016-05,Norte,4 y 5 estrellas,81619715,
2016-05,Norte,Para Hoteles,10448912,
2016-05,Patagonia,1 y 2 estrellas,28100591,
2016-05,Patagonia,3 estrellas/boutiques/aparts,83075804,
2016-05,Patagonia,4 y 5 estrellas,108254173,
2016-05,Patagonia,Para Hoteles,18889722,
2016-06,Buenos Aires,1 y 2 estrellas,5581729,
2016-06,Buenos Aires,3 estrellas/boutiques/aparts,27403243,
2016-06,Buenos Aires,4 y 5 estrellas,38065698,
2016-06,Buenos Aires,Para Hoteles,12065778,
2016-06,CABA,1 y 2 estrellas,24416207,
2016-06,CABA,3 estrellas/boutiques/aparts,134169149,
2016-06,CABA,4 y 5 estrellas,460047253,
2016-06,CABA,Para Hoteles,25882798,
2016-06,Córdoba,1 y 2 estrellas,16192042,
2016-06,Córdoba,3 estrellas/boutiques/aparts,23642717,
2016-06,Córdoba,4 y 5 estrellas,25092174,
2016-06,Córdoba,Para Hoteles,20207309,
2016-06,Cuyo,1 y 2 estrellas,9490021,
2016-06,Cuyo,3 estrellas/boutiques/aparts,36367498,
2016-06,Cuyo,4 y 5 estrellas,120049917,
2016-06,Cuyo,Para Hoteles,6437868,
2016-06,Litoral,1 y 2 estrellas,15407992,
2016-06,Litoral,3 estrellas/boutiques/aparts,59859465,
2016-06,Litoral,4 y 5 estrellas,108163690,
2016-06,Litoral,Para Hoteles,19747148,
2016-06,Norte,1 y 2 estrellas,23671013,
2016-06,Norte,3 estrellas/boutiques/aparts,69932624,
2016-06,Norte,4 y 5 estrellas,99362483,
2016-06,Norte,Para Hoteles,12929967,
2016-06,Patagonia,1 y 2 estrellas,27447320,
2016-06,Patagonia,3 estrellas/boutiques/aparts,61928389,
2016-06,Patagonia,4 y 5 estrellas,100190801,
2016-06,Patagonia,Para Hoteles,24984689,
2016-07,Buenos Aires,1 y 2 estrellas,9015271,
2016-07,Buenos Aires,3 estrellas/boutiques/aparts,56658157,
2016-07,Buenos Aires,4 y 5 estrellas,57656801,
2016-07,Buenos Aires,Para Hoteles,22756232,
2016-07,CABA,1 y 2 estrellas,32550382,
2016-07,CABA,3 estrellas/boutiques/aparts,173783864,
2016-07,CABA,4 y 5 estrellas,486800914,
2016-07,CABA,Para Hoteles,32012383,
2016-07,Córdoba,1 y 2 estrellas,32685508,
2016-07,Córdoba,3 estrellas/boutiques/aparts,44599926,
2016-07,Córdoba,4 y 5 estrellas,43357550,
2016-07,Córdoba,Para Hoteles,78271057,
2016-07,Cuyo,1 y 2 estrellas,34435631,
2016-07,Cuyo,3 estrellas/boutiques/aparts,65143851,
2016-07,Cuyo,4 y 5 estrellas,218527708,
2016-07,Cuyo,Para Hoteles,22078624,
2016-07,Litoral,1 y 2 estrellas,19260061,
2016-07,Litoral,3 estrellas/boutiques/aparts,71417161,
2016-07,Litoral,4 y 5 estrellas,156666001,
