indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo_equivalentes,observaciones
2019-12,Patagonia,Para Hoteles,2357,
2020-01,Buenos Aires,1 y 2 estrellas,2129,
2020-01,Buenos Aires,3 estrellas/boutiques/aparts,3720,
2020-01,Buenos Aires,4 y 5 estrellas,2599,
2020-01,Buenos Aires,Para Hoteles,3325,
2020-01,CABA,1 y 2 estrellas,730,
2020-01,CABA,3 estrellas/boutiques/aparts,3082,
2020-01,CABA,4 y 5 estrellas,9199,
2020-01,CABA,Para Hoteles,1438,
2020-01,Córdoba,1 y 2 estrellas,1394,
2020-01,Córdoba,3 estrellas/boutiques/aparts,1949,
2020-01,Córdoba,4 y 5 estrellas,1232,
2020-01,Córdoba,Para Hoteles,2253,
2020-01,Cuyo,1 y 2 estrellas,851,
2020-01,Cuyo,3 estrellas/boutiques/aparts,2048,
2020-01,Cuyo,4 y 5 estrellas,3473,
2020-01,Cuyo,Para Hoteles,805,
2020-01,Litoral,1 y 2 estrellas,623,
2020-01,Litoral,3 estrellas/boutiques/aparts,1821,
2020-01,Litoral,4 y 5 estrellas,4424,
2020-01,Litoral,Para Hoteles,1468,
2020-01,Norte,1 y 2 estrellas,696,
2020-01,Norte,3 estrellas/boutiques/aparts,1502,
2020-01,Norte,4 y 5 estrellas,2601,
2020-01,Norte,Para Hoteles,1344,
2020-01,Patagonia,1 y 2 estrellas,1861,
2020-01,Patagonia,3 estrellas/boutiques/aparts,3043,
2020-01,Patagonia,4 y 5 estrellas,4196,
2020-01,Patagonia,Para Hoteles,2790,
2020-02,Buenos Aires,1 y 2 estrellas,2135,
2020-02,Buenos Aires,3 estrellas/boutiques/aparts,3826,
2020-02,Buenos Aires,4 y 5 estrellas,2482,
2020-02,Buenos Aires,Para Hoteles,3367,
2020-02,CABA,1 y 2 estrellas,757,
2020-02,CABA,3 estrellas/boutiques/aparts,3143,
2020-02,CABA,4 y 5 estrellas,9797,
2020-02,CABA,Para Hoteles,1391,
2020-02,Córdoba,1 y 2 estrellas,1440,
2020-02,Córdoba,3 estrellas/boutiques/aparts,1875,
2020-02,Córdoba,4 y 5 estrellas,1194,
2020-02,Córdoba,Para Hoteles,2051,
2020-02,Cuyo,1 y 2 estrellas,915,
2020-02,Cuyo,3 estrellas/boutiques/aparts,2015,
2020-02,Cuyo,4 y 5 estrellas,3422,
2020-02,Cuyo,Para Hoteles,823,
2020-02,Litoral,1 y 2 estrellas,610,
2020-02,Litoral,3 estrellas/boutiques/aparts,1652,
2020-02,Litoral,4 y 5 estrellas,4262,
2020-02,Litoral,Para Hoteles,1696,
2020-02,Norte,1 y 2 estrellas,709,
2020-02,Norte,3 estrellas/boutiques/aparts,1597,
2020-02,Norte,4 y 5 estrellas,2597,
2020-02,Norte,Para Hoteles,1329,
2020-02,Patagonia,1 y 2 estrellas,1654,
2020-02,Patagonia,3 estrellas/boutiques/aparts,2633,
2020-02,Patagonia,4 y 5 estrellas,3908,
2020-02,Patagonia,Para Hoteles,2725,
2020-03,Buenos Aires,1 y 2 estrellas,694,
2020-03,Buenos Aires,3 estrellas/boutiques/aparts,1459,
2020-03,Buenos Aires,4 y 5 estrellas,1089,
2020-03,Buenos Aires,Para Hoteles,889,
2020-03,CABA,1 y 2 estrellas,423,
2020-03,CABA,3 estrellas/boutiques/aparts,1885,
2020-03,CABA,4 y 5 estrellas,6030,
2020-03,CABA,Para Hoteles,827,
2020-03,Córdoba,1 y 2 estrellas,615,
2020-03,Córdoba,3 estrellas/boutiques/aparts,1320,
2020-03,Córdoba,4 y 5 estrellas,609,
2020-03,Córdoba,Para Hoteles,905,
2020-03,Cuyo,1 y 2 estrellas,534,
2020-03,Cuyo,3 estrellas/boutiques/aparts,1245,
2020-03,Cuyo,4 y 5 estrellas,1867,
2020-03,Cuyo,Para Hoteles,397,
2020-03,Litoral,1 y 2 estrellas,325,
2020-03,Litoral,3 estrellas/boutiques/aparts,933,
2020-03,Litoral,4 y 5 estrellas,2511,
2020-03,Litoral,Para Hoteles,803,
2020-03,Norte,1 y 2 estrellas,284,
2020-03,Norte,3 estrellas/boutiques/aparts,991,
2020-03,Norte,4 y 5 estrellas,1491,
2020-03,Norte,Para Hoteles,649,
2020-03,Patagonia,1 y 2 estrellas,1074,
2020-03,Patagonia,3 estrellas/boutiques/aparts,1600,
2020-03,Patagonia,4 y 5 estrellas,2306,
2020-03,Patagonia,Para Hoteles,1298,
2020-04,Buenos Aires,1 y 2 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Buenos Aires,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Buenos Aires,4 y 5 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Buenos Aires,Para Hoteles,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,CABA,1 y 2 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,CABA,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,CABA,4 y 5 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,CABA,Para Hoteles,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Córdoba,1 y 2 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Córdoba,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Córdoba,4 y 5 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Córdoba,Para Hoteles,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Cuyo,1 y 2 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Cuyo,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Cuyo,4 y 5 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Cuyo,Para Hoteles,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Litoral,1 y 2 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Litoral,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Litoral,4 y 5 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Litoral,Para Hoteles,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Norte,1 y 2 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Norte,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Norte,4 y 5 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Norte,Para Hoteles,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Patagonia,1 y 2 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Patagonia,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Patagonia,4 y 5 estrellas,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-04,Patagonia,Para Hoteles,0,"Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación."
2020-05,Buenos Aires,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Buenos Aires,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Buenos Aires,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Buenos Aires,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,CABA,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,CABA,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,CABA,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,CABA,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Córdoba,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Córdoba,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Córdoba,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Córdoba,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Cuyo,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Cuyo,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Cuyo,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Cuyo,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Litoral,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Litoral,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Litoral,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Litoral,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Norte,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Norte,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Norte,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Norte,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Patagonia,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Patagonia,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Patagonia,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-05,Patagonia,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel nacional se presentaron en cero."
2020-06,Buenos Aires,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Buenos Aires,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Buenos Aires,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Buenos Aires,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,CABA,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,CABA,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,CABA,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,CABA,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Córdoba,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Córdoba,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Córdoba,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Córdoba,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Cuyo,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Cuyo,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Cuyo,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Cuyo,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Litoral,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Litoral,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Litoral,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Litoral,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Norte,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Norte,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Norte,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Norte,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Patagonia,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Patagonia,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Patagonia,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-06,Patagonia,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Buenos Aires,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Buenos Aires,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Buenos Aires,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Buenos Aires,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,CABA,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,CABA,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,CABA,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,CABA,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Córdoba,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Córdoba,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Córdoba,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Córdoba,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Cuyo,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Cuyo,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Cuyo,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Cuyo,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Litoral,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Litoral,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Litoral,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Litoral,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Norte,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Norte,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Norte,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Norte,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Patagonia,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Patagonia,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Patagonia,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-07,Patagonia,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Buenos Aires,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Buenos Aires,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Buenos Aires,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
